input	reason	matches	symbol	organism.shortName	name	length	secondaryIdentifier	primaryIdentifier	class
DSE2	OTHER	1	DSE2	S. cerevisiae	Daughter Specific Expression	978	YHR143W	S000001186	ORF
ECM9	OTHER	1	ECM9	S. cerevisiae	ExtraCellular Mutant	1238	YKR004C	S000001712	ORF
NSE3	OTHER	1	NSE3	S. cerevisiae	Non SMC Element	912	YDR288W	S000002696	ORF
YOR228C	OTHER	1	MCP1	S. cerevisiae	Mdm10 Complementing Protein	909	YOR228C	S000005754	ORF
YJR098C	OTHER	1		S. cerevisiae		1971	YJR098C	S000003859	ORF
CLB1	OTHER	1	CLB1	S. cerevisiae	CycLin B	1416	YGR108W	S000003340	ORF
MSY1	OTHER	1	MSY1	S. cerevisiae	Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)	1479	YPL097W	S000006018	ORF
RAD53	OTHER	1	RAD53	S. cerevisiae	RADiation sensitive	2466	YPL153C	S000006074	ORF
SLD5	OTHER	1	SLD5	S. cerevisiae	Synthetic Lethality with Dpb11-1	885	YDR489W	S000002897	ORF
RRD2	OTHER	1	RRD2	S. cerevisiae	Resistant to Rapamycin Deletion	1077	YPL152W	S000006073	ORF
ZIM17	OTHER	1	ZIM17	S. cerevisiae	ZInc finger Motif protein of 17 kDa	525	YNL310C	S000005254	ORF
TAZ1	OTHER	1	TAZ1	S. cerevisiae	TAfaZzin	1146	YPR140W	S000006344	ORF
BEM3	OTHER	1	BEM3	S. cerevisiae	Bud EMergence	3387	YPL115C	S000006036	ORF
GDH1	OTHER	1	GDH1	S. cerevisiae	Glutamate DeHydrogenase	1365	YOR375C	S000005902	ORF
CWH41	OTHER	1	CWH41	S. cerevisiae	Calcofluor White Hypersensitive	2502	YGL027C	S000002995	ORF
PHO84	OTHER	1	PHO84	S. cerevisiae	PHOsphate metabolism	1764	YML123C	S000004592	ORF
YEL047C	OTHER	1	FRD1	S. cerevisiae	Fumarate ReDuctase	1413	YEL047C	S000000773	ORF
SMY2	OTHER	1	SMY2	S. cerevisiae	Suppressor of MYo2-66	2223	YBR172C	S000000376	ORF
TAF2	OTHER	1	TAF2	S. cerevisiae	TATA binding protein-Associated Factor	4224	YCR042C	S000000638	ORF
TFC6	OTHER	1	TFC6	S. cerevisiae	Transcription Factor C	2019	YDR362C	S000002770	ORF
CDC21	OTHER	1	CDC21	S. cerevisiae	Cell Division Cycle	915	YOR074C	S000005600	ORF
YFR039C	OTHER	1	OSW7	S. cerevisiae	Outer Spore Wall	1533	YFR039C	S000001935	ORF
FLR1	OTHER	1	FLR1	S. cerevisiae	FLuconazole Resistance	1647	YBR008C	S000000212	ORF
RAM2	OTHER	1	RAM2	S. cerevisiae	RAS protein and A-factor Maturation	951	YKL019W	S000001502	ORF
MRC1	OTHER	1	MRC1	S. cerevisiae	Mediator of the Replication Checkpoint	3291	YCL061C	S000000566	ORF
CLB1	OTHER	1	CLB1	S. cerevisiae	CycLin B	1416	YGR108W	S000003340	ORF
FRM2	OTHER	1	FRM2	S. cerevisiae	Fatty acid Repression Mutant	582	YCL026C-A	S000000589	ORF
TAZ1	OTHER	1	TAZ1	S. cerevisiae	TAfaZzin	1146	YPR140W	S000006344	ORF
GPI8	OTHER	1	GPI8	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	1236	YDR331W	S000002739	ORF
KEL2	OTHER	1	KEL2	S. cerevisiae	KELch repeat	2649	YGR238C	S000003470	ORF
IRC24	OTHER	1	IRC24	S. cerevisiae	Increased Recombination Centers	792	YIR036C	S000001475	ORF
ABF1	OTHER	1	ABF1	S. cerevisiae	ARS-Binding Factor 1	2196	YKL112W	S000001595	ORF
BEM3	OTHER	1	BEM3	S. cerevisiae	Bud EMergence	3387	YPL115C	S000006036	ORF
HST2	OTHER	1	HST2	S. cerevisiae	Homolog of SIR Two (SIR2)	1074	YPL015C	S000005936	ORF
YEL047C	OTHER	1	FRD1	S. cerevisiae	Fumarate ReDuctase	1413	YEL047C	S000000773	ORF
CDC21	OTHER	1	CDC21	S. cerevisiae	Cell Division Cycle	915	YOR074C	S000005600	ORF
SVL3	OTHER	1	SVL3	S. cerevisiae	Styryl dye Vacuolar Localization	2478	YPL032C	S000005953	ORF
PRE4	OTHER	1	PRE4	S. cerevisiae	PRoteinase yscE	801	YFR050C	S000001946	ORF
PPH3	OTHER	1	PPH3	S. cerevisiae	Protein PHosphatase	927	YDR075W	S000002482	ORF
EMP70	OTHER	1	EMP70	S. cerevisiae		2004	YLR083C	S000004073	ORF
SMY2	OTHER	1	SMY2	S. cerevisiae	Suppressor of MYo2-66	2223	YBR172C	S000000376	ORF
YJR098C	OTHER	1		S. cerevisiae		1971	YJR098C	S000003859	ORF
FBA1	OTHER	1	FBA1	S. cerevisiae	Fructose-1,6-Bisphosphate Aldolase	1080	YKL060C	S000001543	ORF
HTB1	OTHER	1	HTB1	S. cerevisiae	Histone h Two B	396	YDR224C	S000002632	ORF
YAP3	OTHER	1	YAP3	S. cerevisiae	Yeast AP-1	993	YHL009C	S000001001	ORF
YPR091C	OTHER	1	NVJ2	S. cerevisiae	Nucleus-Vacuole Junction	2313	YPR091C	S000006295	ORF
RAM2	OTHER	1	RAM2	S. cerevisiae	RAS protein and A-factor Maturation	951	YKL019W	S000001502	ORF
PIF1	OTHER	1	PIF1	S. cerevisiae	Petite Integration Frequency	2580	YML061C	S000004526	ORF
YOR093C	OTHER	1	CMR2	S. cerevisiae	Changed Mutation Rate	4947	YOR093C	S000005619	ORF
CLB2	OTHER	1	CLB2	S. cerevisiae	CycLin B	1476	YPR119W	S000006323	ORF
PNP1	OTHER	1	PNP1	S. cerevisiae	purine nucleoside phosphorylase	936	YLR209C	S000004199	ORF
MET3	OTHER	1	MET3	S. cerevisiae	METhionine requiring	1536	YJR010W	S000003771	ORF
CLB2	OTHER	1	CLB2	S. cerevisiae	CycLin B	1476	YPR119W	S000006323	ORF
YDR248C	OTHER	1		S. cerevisiae		582	YDR248C	S000002656	ORF
GEA1	OTHER	1	GEA1	S. cerevisiae	Guanine nucleotide Exchange on ARF	4227	YJR031C	S000003792	ORF
YFR039C	OTHER	1	OSW7	S. cerevisiae	Outer Spore Wall	1533	YFR039C	S000001935	ORF
SVL3	OTHER	1	SVL3	S. cerevisiae	Styryl dye Vacuolar Localization	2478	YPL032C	S000005953	ORF
MDR1	OTHER	1	MDR1	S. cerevisiae	Mac1-Dependent Regulator	2853	YGR100W	S000003332	ORF
SIW14	OTHER	1	SIW14	S. cerevisiae	Synthetic Interaction with Whi2	846	YNL032W	S000004977	ORF
ERD1	OTHER	1	ERD1	S. cerevisiae	Endoplasmic reticulum Retention Defective	1089	YDR414C	S000002822	ORF
YKU80	OTHER	1	YKU80	S. cerevisiae	Yeast KU protein	1890	YMR106C	S000004712	ORF
PRE4	OTHER	1	PRE4	S. cerevisiae	PRoteinase yscE	801	YFR050C	S000001946	ORF
RRD2	OTHER	1	RRD2	S. cerevisiae	Resistant to Rapamycin Deletion	1077	YPL152W	S000006073	ORF
VPS54	OTHER	1	VPS54	S. cerevisiae	Vacuolar Protein Sorting	2670	YDR027C	S000002434	ORF
YCR023C	OTHER	1		S. cerevisiae		1836	YCR023C	S000000617	ORF
MRC1	OTHER	1	MRC1	S. cerevisiae	Mediator of the Replication Checkpoint	3291	YCL061C	S000000566	ORF
FBA1	OTHER	1	FBA1	S. cerevisiae	Fructose-1,6-Bisphosphate Aldolase	1080	YKL060C	S000001543	ORF
SDH2	OTHER	1	SDH2	S. cerevisiae	Succinate DeHydrogenase	801	YLL041C	S000003964	ORF
HUA2	OTHER	1	HUA2	S. cerevisiae		732	YOR284W	S000005810	ORF
ERV25	OTHER	1	ERV25	S. cerevisiae	ER Vesicle	636	YML012W	S000004473	ORF
EMP70	OTHER	1	EMP70	S. cerevisiae		2004	YLR083C	S000004073	ORF
NUR1	OTHER	1	NUR1	S. cerevisiae	NUclear Rim1	1455	YDL089W	S000002247	ORF
SPC34	OTHER	1	SPC34	S. cerevisiae	Spindle Pole Component	888	YKR037C	S000001745	ORF
RTR1	OTHER	1	RTR1	S. cerevisiae	Regulator of TRanscription	681	YER139C	S000000941	ORF
PHO84	OTHER	1	PHO84	S. cerevisiae	PHOsphate metabolism	1764	YML123C	S000004592	ORF
RAP1	OTHER	1	RAP1	S. cerevisiae	Repressor/Activator site binding Protein	2484	YNL216W	S000005160	ORF
IPL1	OTHER	1	IPL1	S. cerevisiae	Increase in PLoidy	1104	YPL209C	S000006130	ORF
ARO10	OTHER	1	ARO10	S. cerevisiae	AROmatic amino acid requiring	1908	YDR380W	S000002788	ORF
RGT2	OTHER	1	RGT2	S. cerevisiae	Restores Glucose Transport	2292	YDL138W	S000002297	ORF
YJL181W	OTHER	1	RBH1	S. cerevisiae	Ran Binding domain Homolog	1836	YJL181W	S000003717	ORF
SPC98	OTHER	1	SPC98	S. cerevisiae	Spindle Pole Component	2541	YNL126W	S000005070	ORF
PIF1	OTHER	1	PIF1	S. cerevisiae	Petite Integration Frequency	2580	YML061C	S000004526	ORF
ERD1	OTHER	1	ERD1	S. cerevisiae	Endoplasmic reticulum Retention Defective	1089	YDR414C	S000002822	ORF
CWH41	OTHER	1	CWH41	S. cerevisiae	Calcofluor White Hypersensitive	2502	YGL027C	S000002995	ORF
RRT2	OTHER	1	RRT2	S. cerevisiae	Regulator of rDNA Transcription	1164	YBR246W	S000000450	ORF
COG3	OTHER	1	COG3	S. cerevisiae	Conserved Oligomeric Golgi complex	2406	YER157W	S000000959	ORF
MET1	OTHER	1	MET1	S. cerevisiae	METhionine requiring	1782	YKR069W	S000001777	ORF
GDH1	OTHER	1	GDH1	S. cerevisiae	Glutamate DeHydrogenase	1365	YOR375C	S000005902	ORF
YMR147W	OTHER	1	LDO45	S. cerevisiae	Lipid Droplet Organization protein of 45 Kda	1614	YMR147W	S000004755	ORF
DOG2	OTHER	1	DOG2	S. cerevisiae	DeOxyGlucose	741	YHR043C	S000001085	ORF
GPI8	OTHER	1	GPI8	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	1236	YDR331W	S000002739	ORF
PMT6	OTHER	1	PMT6	S. cerevisiae	Protein O-MannosylTransferase	2280	YGR199W	S000003431	ORF
PLB2	OTHER	1	PLB2	S. cerevisiae	PhosphoLipase B	2121	YMR006C	S000004608	ORF
HTB1	OTHER	1	HTB1	S. cerevisiae	Histone h Two B	396	YDR224C	S000002632	ORF
SVS1	OTHER	1	SVS1	S. cerevisiae	Suppressor of Vanadate Sensitivity	783	YPL163C	S000006084	ORF
OST5	OTHER	1	OST5	S. cerevisiae	OligoSaccharylTransferase	410	YGL226C-A	S000003194	ORF
YOR228C	OTHER	1	MCP1	S. cerevisiae	Mdm10 Complementing Protein	909	YOR228C	S000005754	ORF
YGR042W	OTHER	1	MTE1	S. cerevisiae	Mph1-associated TElomere maintenance protein	816	YGR042W	S000003274	ORF
AUS1	OTHER	1	AUS1	S. cerevisiae	ABC protein involved in Uptake of Sterols	4185	YOR011W	S000005537	ORF
RFC4	OTHER	1	RFC4	S. cerevisiae	Replication Factor C	972	YOL094C	S000005454	ORF
RAD53	OTHER	1	RAD53	S. cerevisiae	RADiation sensitive	2466	YPL153C	S000006074	ORF
TOF1	OTHER	1	TOF1	S. cerevisiae	TOpoisomerase I-interacting Factor	3717	YNL273W	S000005217	ORF
RNR1	OTHER	1	RNR1	S. cerevisiae	RiboNucleotide Reductase	2667	YER070W	S000000872	ORF
YCR024C-B	OTHER	1		S. cerevisiae		267	YCR024C-B	S000028818	ORF
YMR099C	OTHER	1		S. cerevisiae		894	YMR099C	S000004705	ORF
GPI16	OTHER	1	GPI16	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	1833	YHR188C	S000001231	ORF
DYN1	OTHER	1	DYN1	S. cerevisiae	DYNein	12279	YKR054C	S000001762	ORF
MDG1	OTHER	1	MDG1	S. cerevisiae	Multicopy suppressor of Defective G-protein	1101	YNL173C	S000005117	ORF
SHO1	OTHER	1	SHO1	S. cerevisiae	Synthetic, High Osmolarity-sensitive	1104	YER118C	S000000920	ORF
EOS1	OTHER	1	EOS1	S. cerevisiae	ER-localized and Oxidants Sensitive	1101	YNL080C	S000005024	ORF
FLR1	OTHER	1	FLR1	S. cerevisiae	FLuconazole Resistance	1647	YBR008C	S000000212	ORF
REB1	OTHER	1	REB1	S. cerevisiae	RNA polymerase I Enhancer Binding protein	2433	YBR049C	S000000253	ORF
SHE1	OTHER	1	SHE1	S. cerevisiae	Sensitivity to High Expression	1017	YBL031W	S000000127	ORF
YOR059C	OTHER	1	LPL1	S. cerevisiae	LD phospholipase	1353	YOR059C	S000005585	ORF
SLC1	OTHER	1	SLC1	S. cerevisiae	SphingoLipid Compensation	912	YDL052C	S000002210	ORF
VAC17	OTHER	1	VAC17	S. cerevisiae	VACuole related	1272	YCL063W	S000000568	ORF
NBP2	OTHER	1	NBP2	S. cerevisiae	Nap1 Binding Protein	711	YDR162C	S000002569	ORF
YDR222W	OTHER	1		S. cerevisiae		1248	YDR222W	S000002630	ORF
PRP4	OTHER	1	PRP4	S. cerevisiae	Pre-mRNA Processing	1398	YPR178W	S000006382	ORF
HEM12	OTHER	1	HEM12	S. cerevisiae	HEMe biosynthesis	1089	YDR047W	S000002454	ORF
RSR1	OTHER	1	RSR1	S. cerevisiae	RaS-Related	819	YGR152C	S000003384	ORF
ZIM17	OTHER	1	ZIM17	S. cerevisiae	ZInc finger Motif protein of 17 kDa	525	YNL310C	S000005254	ORF
BUD4	OTHER	1	BUD4	S. cerevisiae	BUD site selection	4344	YJR092W	S000003852	ORF
ELM1	OTHER	1	ELM1	S. cerevisiae	ELongated Morphology	1923	YKL048C	S000001531	ORF
CLB5	OTHER	1	CLB5	S. cerevisiae	CycLin B	1308	YPR120C	S000006324	ORF
KIP1	OTHER	1	KIP1	S. cerevisiae	KInesin related Protein	3336	YBL063W	S000000159	ORF
COS111	OTHER	1	COS111	S. cerevisiae	Ciclopirox Olamine Sensitive	2775	YBR203W	S000000407	ORF
DYS1	OTHER	1	DYS1	S. cerevisiae	DeoxyhYpusine Synthase	1164	YHR068W	S000001110	ORF
YCL048W-A	OTHER	1		S. cerevisiae		240	YCL048W-A	S000087203	ORF
YLR297W	OTHER	1		S. cerevisiae		390	YLR297W	S000004288	ORF
PAP2	OTHER	1	PAP2	S. cerevisiae	Poly(A) Polymerase	1755	YOL115W	S000005475	ORF
RPN1	OTHER	1	RPN1	S. cerevisiae	Regulatory Particle Non-ATPase	2982	YHR027C	S000001069	ORF
NGL2	OTHER	1	NGL2	S. cerevisiae		1548	YMR285C	S000004898	ORF
MSN4	OTHER	1	MSN4	S. cerevisiae	Multicopy suppressor of SNF1 mutation	1893	YKL062W	S000001545	ORF
DPH1	OTHER	1	DPH1	S. cerevisiae	DiPHthamide biosynthesis	1278	YIL103W	S000001365	ORF
SFB3	OTHER	1	SFB3	S. cerevisiae	Sed Five Binding	2790	YHR098C	S000001140	ORF
NSE4	OTHER	1	NSE4	S. cerevisiae	Non-SMC Element	1209	YDL105W	S000002263	ORF
ROT2	OTHER	1	ROT2	S. cerevisiae	Reversal Of Tor2 lethality	2865	YBR229C	S000000433	ORF
FAR8	OTHER	1	FAR8	S. cerevisiae	Factor ARrest	1572	YMR029C	S000004631	ORF
MPH1	OTHER	1	MPH1	S. cerevisiae	Mutator PHenotype	2982	YIR002C	S000001441	ORF
AIM34	OTHER	1	AIM34	S. cerevisiae	Altered Inheritance rate of Mitochondria	597	YMR003W	S000004605	ORF
SPF1	OTHER	1	SPF1	S. cerevisiae	Sensitivity to Pichia Farinosa killer toxin	3648	YEL031W	S000000757	ORF
YML119W	OTHER	1		S. cerevisiae		1074	YML119W	S000004588	ORF
GIT1	OTHER	1	GIT1	S. cerevisiae	GlycerophosphoInosiTol	1557	YCR098C	S000000695	ORF
RFX1	OTHER	1	RFX1	S. cerevisiae	Regulatory Factor X	2436	YLR176C	S000004166	ORF
YMR295C	OTHER	1		S. cerevisiae		594	YMR295C	S000004910	ORF
TFB3	OTHER	1	TFB3	S. cerevisiae	Transcription Factor B subunit 3	966	YDR460W	S000002868	ORF
PHS1	OTHER	1	PHS1	S. cerevisiae	PTPLA Homolog involved in Sphingolipid biosynthesis 1	654	YJL097W	S000003633	ORF
YKR041W	OTHER	1		S. cerevisiae		753	YKR041W	S000001749	ORF
MEF2	OTHER	1	MEF2	S. cerevisiae	Mitochondrial Elongation Factor	2460	YJL102W	S000003638	ORF
YDR514C	OTHER	1		S. cerevisiae		1452	YDR514C	S000002922	ORF
PHO87	OTHER	1	PHO87	S. cerevisiae	PHOsphate metabolism	2772	YCR037C	S000000633	ORF
TGL4	OTHER	1	TGL4	S. cerevisiae	TriacylGlycerol Lipase	2733	YKR089C	S000001797	ORF
ECM25	OTHER	1	ECM25	S. cerevisiae	ExtraCellular Mutant	1800	YJL201W	S000003737	ORF
YLR297W	OTHER	1		S. cerevisiae		390	YLR297W	S000004288	ORF
SBH1	OTHER	1	SBH1	S. cerevisiae	Sec61 beta homolog 1	249	YER087C-B	S000002128	ORF
HHT1	OTHER	1	HHT1	S. cerevisiae	Histone H Three	411	YBR010W	S000000214	ORF
PDS1	OTHER	1	PDS1	S. cerevisiae	Precocious Dissociation of Sisters	1122	YDR113C	S000002520	ORF
RMD5	OTHER	1	RMD5	S. cerevisiae	Required for Meiotic nuclear Division	1266	YDR255C	S000002663	ORF
MEC3	OTHER	1	MEC3	S. cerevisiae	Mitosis Entry Checkpoint	1425	YLR288C	S000004279	ORF
CDC34	OTHER	1	CDC34	S. cerevisiae	Cell Division Cycle	888	YDR054C	S000002461	ORF
MRH1	OTHER	1	MRH1	S. cerevisiae	Membrane protein Related to Hsp30p	963	YDR033W	S000002440	ORF
YPR013C	OTHER	1	CMR3	S. cerevisiae	Changed Mutation Rate	954	YPR013C	S000006217	ORF
YLL032C	OTHER	1		S. cerevisiae		2478	YLL032C	S000003955	ORF
PPT2	OTHER	1	PPT2	S. cerevisiae	Phosphopantetheine:Protein Transferase	522	YPL148C	S000006069	ORF
CLB6	OTHER	1	CLB6	S. cerevisiae	CycLin B	1143	YGR109C	S000003341	ORF
YJL181W	OTHER	1	RBH1	S. cerevisiae	Ran Binding domain Homolog	1836	YJL181W	S000003717	ORF
TOP1	OTHER	1	TOP1	S. cerevisiae	TOPoisomerase	2310	YOL006C	S000005366	ORF
ROT2	OTHER	1	ROT2	S. cerevisiae	Reversal Of Tor2 lethality	2865	YBR229C	S000000433	ORF
YBR138C	OTHER	1		S. cerevisiae		1575	YBR138C	S000000342	ORF
FDC1	OTHER	1	FDC1	S. cerevisiae	Ferulic acid DeCarboxylase	1512	YDR539W	S000002947	ORF
ARP6	OTHER	1	ARP6	S. cerevisiae	Actin-Related Protein	1317	YLR085C	S000004075	ORF
DPH1	OTHER	1	DPH1	S. cerevisiae	DiPHthamide biosynthesis	1278	YIL103W	S000001365	ORF
RFX1	OTHER	1	RFX1	S. cerevisiae	Regulatory Factor X	2436	YLR176C	S000004166	ORF
CDC14	OTHER	1	CDC14	S. cerevisiae	Cell Division Cycle	1656	YFR028C	S000001924	ORF
KTR3	OTHER	1	KTR3	S. cerevisiae	Kre Two Related	1215	YBR205W	S000000409	ORF
SWI5	OTHER	1	SWI5	S. cerevisiae	SWItching deficient	2130	YDR146C	S000002553	ORF
ASH1	OTHER	1	ASH1	S. cerevisiae	Asymmetric Synthesis of HO	1767	YKL185W	S000001668	ORF
CLB6	OTHER	1	CLB6	S. cerevisiae	CycLin B	1143	YGR109C	S000003341	ORF
YPK3	OTHER	1	YPK3	S. cerevisiae		1578	YBR028C	S000000232	ORF
TGL4	OTHER	1	TGL4	S. cerevisiae	TriacylGlycerol Lipase	2733	YKR089C	S000001797	ORF
YNL193W	OTHER	1		S. cerevisiae		1677	YNL193W	S000005137	ORF
ALG5	OTHER	1	ALG5	S. cerevisiae	Asparagine-Linked Glycosylation	1005	YPL227C	S000006148	ORF
MFB1	OTHER	1	MFB1	S. cerevisiae	Mitochondria-associated F-Box protein	1398	YDR219C	S000002627	ORF
SFB3	OTHER	1	SFB3	S. cerevisiae	Sed Five Binding	2790	YHR098C	S000001140	ORF
TFB3	OTHER	1	TFB3	S. cerevisiae	Transcription Factor B subunit 3	966	YDR460W	S000002868	ORF
KTR4	OTHER	1	KTR4	S. cerevisiae	Kre Two Related	1395	YBR199W	S000000403	ORF
MSA1	OTHER	1	MSA1	S. cerevisiae	Mbf and Sbf Associated	1890	YOR066W	S000005592	ORF
RFT1	OTHER	1	RFT1	S. cerevisiae	Requiring Fifty-Three	1725	YBL020W	S000000116	ORF
YDR514C	OTHER	1		S. cerevisiae		1452	YDR514C	S000002922	ORF
YKL066W	OTHER	1		S. cerevisiae		444	YKL066W	S000001549	ORF
RFT1	OTHER	1	RFT1	S. cerevisiae	Requiring Fifty-Three	1725	YBL020W	S000000116	ORF
GEA1	OTHER	1	GEA1	S. cerevisiae	Guanine nucleotide Exchange on ARF	4227	YJR031C	S000003792	ORF
GPI10	OTHER	1	GPI10	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	1851	YGL142C	S000003110	ORF
SBH1	OTHER	1	SBH1	S. cerevisiae	Sec61 beta homolog 1	249	YER087C-B	S000002128	ORF
GRX4	OTHER	1	GRX4	S. cerevisiae	GlutaRedoXin	735	YER174C	S000000976	ORF
RMD5	OTHER	1	RMD5	S. cerevisiae	Required for Meiotic nuclear Division	1266	YDR255C	S000002663	ORF
ALG5	OTHER	1	ALG5	S. cerevisiae	Asparagine-Linked Glycosylation	1005	YPL227C	S000006148	ORF
SPF1	OTHER	1	SPF1	S. cerevisiae	Sensitivity to Pichia Farinosa killer toxin	3648	YEL031W	S000000757	ORF
HST2	OTHER	1	HST2	S. cerevisiae	Homolog of SIR Two (SIR2)	1074	YPL015C	S000005936	ORF
YGR237C	OTHER	1		S. cerevisiae		2358	YGR237C	S000003469	ORF
ASH1	OTHER	1	ASH1	S. cerevisiae	Asymmetric Synthesis of HO	1767	YKL185W	S000001668	ORF
SWI5	OTHER	1	SWI5	S. cerevisiae	SWItching deficient	2130	YDR146C	S000002553	ORF
PFK1	OTHER	1	PFK1	S. cerevisiae	PhosphoFructoKinase	2964	YGR240C	S000003472	ORF
YMC2	OTHER	1	YMC2	S. cerevisiae	Yeast Mitochondrial Carrier	990	YBR104W	S000000308	ORF
YNL193W	OTHER	1		S. cerevisiae		1677	YNL193W	S000005137	ORF
FDC1	OTHER	1	FDC1	S. cerevisiae	Ferulic acid DeCarboxylase	1512	YDR539W	S000002947	ORF
MRH1	OTHER	1	MRH1	S. cerevisiae	Membrane protein Related to Hsp30p	963	YDR033W	S000002440	ORF
SMC4	OTHER	1	SMC4	S. cerevisiae	Structural Maintenance of Chromosomes	4257	YLR086W	S000004076	ORF
COG8	OTHER	1	COG8	S. cerevisiae	Conserved Oligomeric Golgi complex	1824	YML071C	S000004536	ORF
TAF2	OTHER	1	TAF2	S. cerevisiae	TATA binding protein-Associated Factor	4224	YCR042C	S000000638	ORF
TFC6	OTHER	1	TFC6	S. cerevisiae	Transcription Factor C	2019	YDR362C	S000002770	ORF
DYN1	OTHER	1	DYN1	S. cerevisiae	DYNein	12279	YKR054C	S000001762	ORF
MEC3	OTHER	1	MEC3	S. cerevisiae	Mitosis Entry Checkpoint	1425	YLR288C	S000004279	ORF
RNR1	OTHER	1	RNR1	S. cerevisiae	RiboNucleotide Reductase	2667	YER070W	S000000872	ORF
TID3	OTHER	1	NDC80	S. cerevisiae	Nuclear Division Cycle	2076	YIL144W	S000001406	ORF
MET3	OTHER	1	MET3	S. cerevisiae	METhionine requiring	1536	YJR010W	S000003771	ORF
RPN1	OTHER	1	RPN1	S. cerevisiae	Regulatory Particle Non-ATPase	2982	YHR027C	S000001069	ORF
HHT1	OTHER	1	HHT1	S. cerevisiae	Histone H Three	411	YBR010W	S000000214	ORF
YCL048W-A	OTHER	1		S. cerevisiae		240	YCL048W-A	S000087203	ORF
VAM6	OTHER	1	VAM6	S. cerevisiae	VAcuolar Morphogenesis	3150	YDL077C	S000002235	ORF
PMI40	OTHER	1	PMI40	S. cerevisiae	PhosphoMannose Isomerase	1383	YER003C	S000000805	ORF
YGR042W	OTHER	1	MTE1	S. cerevisiae	Mph1-associated TElomere maintenance protein	816	YGR042W	S000003274	ORF
CLB5	OTHER	1	CLB5	S. cerevisiae	CycLin B	1308	YPR120C	S000006324	ORF
PPH3	OTHER	1	PPH3	S. cerevisiae	Protein PHosphatase	927	YDR075W	S000002482	ORF
YAL044W-A	OTHER	1	BOL1	S. cerevisiae	BolA-like protein	333	YAL044W-A	S000007586	ORF
SNZ2	OTHER	1	SNZ2	S. cerevisiae	SNooZe	897	YNL333W	S000005277	ORF
KIP1	OTHER	1	KIP1	S. cerevisiae	KInesin related Protein	3336	YBL063W	S000000159	ORF
PFK1	OTHER	1	PFK1	S. cerevisiae	PhosphoFructoKinase	2964	YGR240C	S000003472	ORF
SKY1	OTHER	1	SKY1	S. cerevisiae	SRPK1-like Kinase in Yeast	2229	YMR216C	S000004829	ORF
YGR237C	OTHER	1		S. cerevisiae		2358	YGR237C	S000003469	ORF
AIM34	OTHER	1	AIM34	S. cerevisiae	Altered Inheritance rate of Mitochondria	597	YMR003W	S000004605	ORF
AVT2	OTHER	1	AVT2	S. cerevisiae	Amino acid Vacuolar Transport	1443	YEL064C	S000000790	ORF
STE6	OTHER	1	STE6	S. cerevisiae	STErile	3873	YKL209C	S000001692	ORF
TOS4	OTHER	1	TOS4	S. cerevisiae	Target Of Sbf	1470	YLR183C	S000004173	ORF
DSE2	OTHER	1	DSE2	S. cerevisiae	Daughter Specific Expression	978	YHR143W	S000001186	ORF
ECM9	OTHER	1	ECM9	S. cerevisiae	ExtraCellular Mutant	1238	YKR004C	S000001712	ORF
PSA1	OTHER	1	PSA1	S. cerevisiae		1086	YDL055C	S000002213	ORF
FAR8	OTHER	1	FAR8	S. cerevisiae	Factor ARrest	1572	YMR029C	S000004631	ORF
PNP1	OTHER	1	PNP1	S. cerevisiae	purine nucleoside phosphorylase	936	YLR209C	S000004199	ORF
FRM2	OTHER	1	FRM2	S. cerevisiae	Fatty acid Repression Mutant	582	YCL026C-A	S000000589	ORF
DDI1	OTHER	1	DDI1	S. cerevisiae	DNA Damage Inducible	1287	YER143W	S000000945	ORF
YPR091C	OTHER	1	NVJ2	S. cerevisiae	Nucleus-Vacuole Junction	2313	YPR091C	S000006295	ORF
RTR1	OTHER	1	RTR1	S. cerevisiae	Regulator of TRanscription	681	YER139C	S000000941	ORF
PRI1	OTHER	1	PRI1	S. cerevisiae	DNA PRImase	1230	YIR008C	S000001447	ORF
CPS1	OTHER	1	CPS1	S. cerevisiae	CarboxyPeptidase yscS	1731	YJL172W	S000003708	ORF
END3	OTHER	1	END3	S. cerevisiae	ENDocytosis defective	1050	YNL084C	S000005028	ORF
YCR043C	OTHER	1		S. cerevisiae		384	YCR043C	S000000639	ORF
YJR030C	OTHER	1	RBH2	S. cerevisiae	Ran Binding domain Homolog	2238	YJR030C	S000003791	ORF
MCM4	OTHER	1	MCM4	S. cerevisiae	MiniChromosome Maintenance	2802	YPR019W	S000006223	ORF
NSE3	OTHER	1	NSE3	S. cerevisiae	Non SMC Element	912	YDR288W	S000002696	ORF
GRH1	OTHER	1	GRH1	S. cerevisiae	GRasp65 (Golgi reassembly stacking protein of 65kD) Homolog	1119	YDR517W	S000002925	ORF
HSP60	OTHER	1	HSP60	S. cerevisiae	Heat Shock Protein	1719	YLR259C	S000004249	ORF
ENT3	OTHER	1	ENT3	S. cerevisiae	Epsin N-Terminal homology	1227	YJR125C	S000003886	ORF
